WO,Cargo Source,Bound,Commodity,Mode,Term,From,To,FCL_Tues,Air_Kg,LCL_Cbm,PP_CC,Profit
VOL18110072 ,Free Hand,Inbound,Plastic Goods,Air,Inland,Stuttgart (Germany),Ho Chi Minh (Vietnam),,93.00,,PP,15.91
VOL18020425,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,2.70,CC,15.00
VOL18020402,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Rotterdam (Netherlands),,,13.50,CC,15.00
VOL18010289,Nomination,Outbound,Furniture,LCL,FOB,Ho Chi Minh (Vietnam),"Long Beach, CA (USA)",,,10.10,CC,15.00
VOL18030178,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,1.30,CC,15.00
VOL18030370,Nomination,Outbound,Machinery,LCL,FOB,Hai Phong (Vietnam),"Chicago, IL (USA)",,,9.14,CC,15.00
VOL18030556,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,2.30,CC,15.00
VOL18070204,Nomination,Outbound,Fak,FCL,FOB,Hai Phong (Vietnam),Nhava Sheva (India),1,,,PP,13.88
VOL18040184 ,Free Hand,Inbound,Paper Product,Air,CIF/CNF,Inchon (South Korea),Ho Chi Minh (Vietnam),,168.00,,PP,13.60
VOL18030242,Nomination,Outbound,Fak,LCL,FOB,Hai Phong (Vietnam),Callao (Peru),,,1.32,PP,13.20
VOL18090150,Free Hand,Outbound,Electrical Equipment,Courier,Inland,Ho Chi Minh (Vietnam),Manila (Philippines),,2.00,,PP,11.36
VOL18100016,Free Hand,Inbound,Electrical Equipment,Courier,Inland,Inchon (South Korea),Ho Chi Minh (Vietnam),,5.60,,PP,11.36
VOL18030317,Free Hand,Inbound,Fak,Air,Inland,Stuttgart (Germany),Ho Chi Minh (Vietnam),,190.00,,PP,10.00
VOL18020261,Free Hand,Inbound,Fak,Air,Inland,Frankfurt (Germany),Ho Chi Minh (Vietnam),,125.00,,PP,10.00
VOL18010376,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Omaha, NE (USA)",,,6.05,CC,0.00
VOL18010663,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Miami, FL (USA)",,,22.03,CC,0.00
VOL18010806,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,29.91,CC,0.00
VOL18010808,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,7.98,CC,0.00
VOL18020431,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",4,,,CC,0.00
VOL18010372,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Savannah, GA (USA)",,,37.54,CC,0.00
VOL18010369,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,39.93,CC,0.00
VOL18010142,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,2.34,CC,0.00
VOL18010661,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",,,16.96,CC,0.00
VOL18010375,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,32.56,CC,0.00
VOL18020142,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),,,18.47,CC,0.00
VOL18010658,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",,,26.68,CC,0.00
VOL18010145,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Omaha, NE (USA)",,,19.49,CC,0.00
VOL18020151,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),,,14.69,CC,0.00
VOL18010491,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,9.02,CC,0.00
VOL18010373,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Savannah, GA (USA)",,,12.02,CC,0.00
VOL18010655,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,10.50,CC,0.00
VOL18010057,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,7.08,CC,0.00
VOL18010653,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,25.42,CC,0.00
VOL18010492,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,30.11,CC,0.00
VOL18020115,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,10.70,CC,0.00
VOL18010514,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,13.54,CC,0.00
VOL18010489,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,35.83,CC,0.00
VOL18010370,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,16.57,CC,0.00
VOL18010056,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,17.03,CC,0.00
VOL18010497,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,13.54,CC,0.00
VOL18020107,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,6.45,CC,0.00
VOL18110208 ,Nomination,Outbound,Empty Container,FCL,EXW,Ho Chi Minh (Vietnam),Doha (Qatar),6,0.00,0.00,CC,745.50
VOL18110514,Nomination,Outbound,Electrical Equipment,Air,EXW,Ha Noi (Vietnam),Milan (Italy),0,144.50,0.00,PP,328.56
VOL18110451,Nomination,Outbound,Garment/Textile,LCL,FOB,Ho Chi Minh (Vietnam),Valparaiso (Chile),0,0.00,1.00,CC,68.20
VOL18110524 ,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Hai Phong (Vietnam),Shanghai (China),0,0.00,11.24,PP,537.90
VOL18110535,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Fos Sur Mer (France),2,0.00,0.00,CC,55.00
VOL18110517,Nomination,Outbound,Cashew Nuts,FCL,FOB,Ho Chi Minh (Vietnam),Algeciras (Spain),1,0.00,0.00,CC,54.00
VOL18110543 ,Nomination,Outbound,Electrical Equipment,LCL,EXW,Hai Phong (Vietnam),Genoa (Italy),0,0.00,8.24,CC,1009.94
VOL18110556 ,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Leam Chabang (Thailand),1,0.00,0.00,CC,50.00
VOL18110484 ,Nomination,Outbound,Chemicals (Non-Hazardous),FCL,FOB,Ho Chi Minh (Vietnam),Belawan (Indonesia),2,0.00,0.00,PP,136.70
VOL18110562 ,Nomination,Outbound,Plastic Goods,FCL,EXW,Ho Chi Minh (Vietnam),Hamburg (Germany),1,0.00,0.00,CC,175.80
VOL18100428,Free Hand,Inbound,Auto Parts,FCL,FOB,"Norfolk, VA (USA)",Ho Chi Minh (Vietnam),3,0.00,0.00,PP,30.00
VOL18110577,Nomination,Outbound,Aluminum Handle,LCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),0,0.00,6.40,PP,119.80
VOL18110633,Nomination,Outbound,Hardware,FCL,FOB,Ho Chi Minh (Vietnam),Manzanillo (Mexico),2,0.00,0.00,CC,124.09
VOL18120001 ,Nomination,Outbound,Garment/Textile,FCL,FOB,Ho Chi Minh (Vietnam),Shanghai (China),1,0.00,0.00,PP,129.73
VOL18120003,Nomination,Outbound,Plastic Goods,FCL,FOB,Hai Phong (Vietnam),Singapore (Singapore),1,0.00,0.00,PP,75.50
VOL18120004,Nomination,Outbound,Bicycle Components,FCL,FOB,Ho Chi Minh (Vietnam),Manzanillo (Mexico),3,0.00,0.00,PP,1039.40
VOL18120006,Free Hand,Inbound,PVC Edge Banding,LCL,EXW,Shenzhen (China),Ho Chi Minh (Vietnam),0,0.00,1.99,PP,125.66
VOL18100586,Nomination,Inbound,Fabrics & Yarns,FCL,DDU,Ningbo (China),Phnom Penh (Cambodia),1,0.00,0.00,PP,99.50
VOL18100587,Free Hand,Inbound,Foodstuffs,LCL,DDU,Singapore (Singapore),Sihanoukville (Cambodia),0,0.00,9.43,PP,230.75
VOL18100589,Free Hand,Inbound,Foodstuffs,FCL,DDU,Shanghai (China),Sihanoukville (Cambodia),1,0.00,0.00,PP,125.00
VOL18070163,Nomination,Inbound,Chemicals (Non-Hazardous),FCL,DDU,Puerto Quetzal (Guatemala),Phnom Penh (Cambodia),1,0.00,0.00,PP,130.50
VOL18110036,Nomination,Inbound,Fabrics & Yarns,FCL,DDU,Xiamen (China),Phnom Penh (Cambodia),4,0.00,0.00,PP,209.43
VOL18110116,Nomination,Inbound,Fabrics & Yarns,FCL,DDU,Xiamen (China),Phnom Penh (Cambodia),2,0.00,0.00,PP,131.67
VOL18110247,Free Hand,Inbound,Foodstuffs,LCL,DDU,Singapore (Singapore),Sihanoukville (Cambodia),0,0.00,9.43,PP,230.00
VOL18110323,Nomination,Inbound,Fabrics & Yarns,FCL,DDU,Xiamen (China),Phnom Penh (Cambodia),4,0.00,0.00,PP,201.37
VOL18110485,Nomination,Inbound,Construction Material,Air,DDP,Shenzhen (China),Phnom Penh (Cambodia),0,209.00,0.00,PP,17.14
VOL18110486,Nomination,Inbound,Construction Material,Air,DDP,Shenzhen (China),Phnom Penh (Cambodia),0,221.00,0.00,PP,58.08
VOL18110628,Nomination,Outbound,Electrical Equipment,FCL,FOB,Ho Chi Minh (Vietnam),Karachi (Pakistan),1,0.00,0.00,PP,322.23
VOL18120061 ,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),2,0.00,0.00,CC,43.30
VOL18110633 ,Nomination,Outbound,Hardware,FCL,FOB,Ho Chi Minh (Vietnam),Manzanillo (Mexico),1,0.00,0.00,PP,124.09
VOL18120071 ,Free Hand,Inbound,Sporting Goods; Parts & Acessories,FCL,DDU,Xiamen (China),Ho Chi Minh (Vietnam),4,0.00,0.00,PP,350.51
VOL18120063 ,Nomination,Outbound,Auto Parts,Air,EXW,Ha Noi (Vietnam),Abu Dhabi (UAE),0,894.50,0.00,PP,356.03
VOL18120073,Nomination,Inbound,Machinery,FCL,DDP,Shanghai (China),Ho Chi Minh (Vietnam),3,0.00,0.00,PP,841.91
VOL18110599,Nomination,Outbound,Garment/Textile,LCL,EXW,Hai Phong (Vietnam),Auckland (New Zealand),0,0.00,1.56,CC,226.00
VOL18120087,Free Hand,Outbound,Electrical Equipment,Express/Courier,Inland,Ho Chi Minh (Vietnam),Hong Kong (Hong Kong),0,3.00,0.00,PP,25.00
VOL18120095,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),3,0.00,0.00,CC,399.30
VOL18120108,Nomination,Outbound,Chemicals (Non-Hazardous),FCL,FOB,Ho Chi Minh (Vietnam),Leixoes/Oporto (Portugal),1,0.00,0.00,CC,81.36
VOL18120107 ,Nomination,Outbound,Woodenware,FCL,FOB,Ho Chi Minh (Vietnam),Shimizu (Japan),1,0.00,0.00,PP,97.48
VOL18120111 ,Nomination,Outbound,Acid Battery,FCL,FOB,Ho Chi Minh (Vietnam),"Miami, FL (USA)",1,0.00,0.00,PP,401.00
VOL18120129,Free Hand,Inbound,PVC Edge Banding,LCL,EXW,Shenzhen (China),Ho Chi Minh (Vietnam),0,0.00,5.45,PP,205.30
VOL18120132,Nomination,Outbound,Electrical Equipment,Air,EXW,Ho Chi Minh (Vietnam),"Miami, FL (USA)",0,26.00,0.00,PP,211.50
VOL18120053 ,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Karachi (Pakistan),2,0.00,0.00,PP,195.05
VOL18120161 ,Nomination,Outbound,Footwear,Air,FOB,Ho Chi Minh (Vietnam),Copenhagen (Denmark),0,385.00,0.00,PP,141.00
VOL18120167 ,Nomination,Outbound,Steel Stainless,LCL,FOB,Ho Chi Minh (Vietnam),Brisbane (Australia),0,0.00,1.00,CC,53.00
VOL18120165,Nomination,Inbound,Auto Parts,LCL,DDP,"Los Angeles, CA (USA)",Ho Chi Minh (Vietnam),0,0.00,9.19,PP,153.51
VOL18120180,Nomination,Outbound,Bag and Luggage,FCL,FOB,Ho Chi Minh (Vietnam),Port Klang (Malaysia),4,0.00,0.00,PP,252.00
VOL18120076 ,Nomination,Outbound,Garment/Textile,LCL,FOB,Hai Phong (Vietnam),Manzanillo (Mexico),0,0.00,4.83,CC,57.96
VOL18120181,Nomination,Outbound,Solar Cells,FCL,FOB,Hai Phong (Vietnam),Nhava Sheva (India),2,0.00,0.00,PP,79.10
VOL18110516,Free Hand,Inbound,Marble,FCL,FOB,Izmir (Turkey),Ho Chi Minh (Vietnam),1,0.00,0.00,PP,143.00
VOL18120197,Free Hand,Inbound,Paper Product,LCL,DAP,Busan (South Korea),Ho Chi Minh (Vietnam),0,0.00,3.65,PP,194.17
VOL18120222,Nomination,Outbound,Electrical Equipment,LCL,EXW,Hai Phong (Vietnam),Genoa (Italy),0,0.00,7.40,CC,994.90
VOL18120235 ,Free Hand,Inbound,Plastic Goods,Air,Inland,Stuttgart (Germany),Ho Chi Minh (Vietnam),0,384.00,0.00,PP,15.90
VOL18120244 ,Nomination,Outbound,Frozen Seafood,FCL,FOB,Ho Chi Minh (Vietnam),Colombo (Sri Lanka),1,0.00,0.00,PP,173.00
VOL18120276 ,Nomination,Inbound,Machinery,Air,DDU,Bologna (Italy),Ho Chi Minh (Vietnam),0,127.00,0.00,CC,162.35
VOL18120234 ,Nomination,Outbound,Auto Parts,FCL,FOB,Ho Chi Minh (Vietnam),Icd Garhi Harsaru (India),4,0.00,0.00,PP,290.63
VOL18120236,Nomination,Outbound,Paper Product,FCL,EXW,Ho Chi Minh (Vietnam),Sydney (Australia),2,0.00,0.00,PP,281.01
VOL18120283 ,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Shanghai (China),0,0.00,13.20,PP,1010.40
VOL18120317,Nomination,Outbound,Footwear,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",0,0.00,6.50,PP,172.50
VOL18120318 ,Nomination,Inbound,Finished Textiles & Acessories,FCL,DAP,Southampton (UK),Hai Phong (Vietnam),2,0.00,0.00,PP,182.00
VOL18120275 ,Nomination,Outbound,Fashion Accessories,Air,EXW,Ho Chi Minh (Vietnam),Shanghai (China),0,517.50,0.00,PP,274.12
VOL18120341,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Pipavav (India),4,0.00,0.00,PP,290.00
VOL18120343 ,Free Hand,Inbound,Auto Parts,FCL,DDU,Yantian (China),Hai Phong (Vietnam),2,0.00,0.00,PP,384.50
VOL18120310,Nomination,Outbound,Steel Stainless,LCL,FOB,Ho Chi Minh (Vietnam),Auckland (New Zealand),0,0.00,2.70,CC,52.70
VOL18120356,Nomination,Outbound,Touch Fasterner Tape,FCL,FOB,Ho Chi Minh (Vietnam),Valencia (Spain),2,0.00,0.00,CC,56.00
VOL18120258 ,Nomination,Outbound,Tire & Tubes,LCL,FOB,Ho Chi Minh (Vietnam),Valparaiso (Chile),0,0.00,1.70,CC,253.34
VOL18120354 ,Nomination,Outbound,Electrical Equipment,FCL,FOB,Ho Chi Minh (Vietnam),Icd Dadri (India),1,0.00,0.00,PP,96.00
VOL18120208 ,Nomination,Outbound,Machinery,FCL,FOB,Ho Chi Minh (Vietnam),Colombo (Sri Lanka),1,0.00,0.00,PP,61.37
VOL18120369 ,Free Hand,Outbound,Gas Lighter,FCL,CIF/CNF,Hai Phong (Vietnam),Hamburg (Germany),1,0.00,0.00,PP,311.20
VOL18120355,Nomination,Outbound,Footwear,LCL,FOB,Hai Phong (Vietnam),"Los Angeles, CA (USA)",0,0.00,5.61,PP,308.64
VOL18120302,Nomination,Inbound,Foodstuffs,Air,DAP,Colombo (Sri Lanka),Ho Chi Minh (Vietnam),0,594.00,0.00,PP,169.86
VOL18120432,Nomination,Outbound,Woodenware,FCL,FOB,Ho Chi Minh (Vietnam),Shimizu (Japan),1,0.00,0.00,PP,97.48
VOL18120441,Nomination,Outbound,Paper Product,Air,EXW,Ho Chi Minh (Vietnam),New Delhi (India),0,45.00,0.00,PP,120.53
VOL18120466 ,Nomination,Outbound,Plastic Goods,FCL,EXW,Ho Chi Minh (Vietnam),Hamburg (Germany),2,0.00,0.00,CC,163.30
VOL18120414,Nomination,Outbound,Garment/Textile,LCL,Inland,Ho Chi Minh (Vietnam),Singapore (Singapore),0,0.00,2.90,CC,105.45
VOL18120442 ,Nomination,Outbound,Bicycle Components,FCL,FOB,Ho Chi Minh (Vietnam),Manzanillo (Mexico),2,0.00,0.00,PP,700.00
VOL18120505 ,Free Hand,Inbound,Plastic Goods,Air,Inland,Ulm (Germany),Ho Chi Minh (Vietnam),0,3.00,0.00,PP,20.45
VOL18120518 ,Nomination,Outbound,Foodstuffs,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),1,0.00,0.00,CC,25.00
VOL18120520,Nomination,Outbound,Seagrass Ware,FCL,FOB,Hai Phong (Vietnam),Barcelona (Spain),2,0.00,0.00,CC,29.65
